cloud,log_sigma_gas,log_sigma_sfr
Aquila-North,2.7871,1.5202
Aquila-North,2.789,1.5152
Aquila-North,2.7908,1.5152
Aquila-North,2.7927,1.5202
Aquila-North,2.7946,1.5278
Aquila-North,2.7965,1.5202
Aquila-North,2.7984,1.5278
Aquila-North,2.8002,1.5354
Aquila-North,2.8021,1.5278
Aquila-North,2.804,1.5303
Aquila-North,2.8059,1.5354
Aquila-North,2.8209,1.5606
Aquila-North,2.8228,1.5657
Aquila-North,2.8247,1.5707
Aquila-North,2.8266,1.5758
Aquila-North,2.8284,1.5808
Aquila-North,2.8303,1.5909
Aquila-North,2.8322,1.5884
Aquila-North,2.8341,1.5934
Aquila-North,2.836,1.596
Aquila-North,2.8378,1.596
Aquila-North,2.8566,1.6364
Aquila-North,2.8585,1.6414
Aquila-North,2.8623,1.649
Aquila-North,2.8642,1.6566
Aquila-North,2.866,1.6566
Aquila-North,2.8679,1.6692
Aquila-North,2.8698,1.6768
Aquila-North,2.8717,1.6717
Aquila-North,2.8736,1.6793
Aquila-North,2.8754,1.6869
Aquila-North,2.8773,1.6818
Aquila-North,2.8792,1.6818
Aquila-North,2.8811,1.6919
Aquila-North,2.883,1.6869
Aquila-North,2.8848,1.6944
Aquila-North,2.8867,1.697
Aquila-North,2.8886,1.7071
Aquila-North,2.8905,1.7071
Aquila-North,2.8924,1.7071
Aquila-North,2.8942,1.7071
Aquila-North,2.8961,1.7172
Aquila-North,2.898,1.7146
Aquila-North,2.8999,1.7222
Aquila-North,2.9018,1.7247
Aquila-North,2.9036,1.7247
Aquila-North,2.9055,1.7323
Aquila-North,2.9074,1.7348
Aquila-North,2.9093,1.7399
Aquila-North,2.9112,1.7424
Aquila-North,2.913,1.7424
Aquila-North,2.9149,1.7424
Aquila-North,2.9168,1.7475
Aquila-North,2.9187,1.7525
Aquila-North,2.9206,1.7626
Aquila-North,2.9224,1.7525
Aquila-North,2.9243,1.7626
Aquila-North,2.9262,1.7677
Aquila-North,2.9281,1.7702
Aquila-North,2.93,1.7753
Aquila-North,2.9318,1.7803
Aquila-North,2.9337,1.7854
Aquila-North,2.9356,1.7828
Aquila-North,2.9375,1.7929
Aquila-North,2.9394,1.803
Aquila-North,2.9412,1.8005
Aquila-North,2.9431,1.8056
Aquila-North,2.945,1.8106
Aquila-North,2.9469,1.8157
Aquila-North,2.9488,1.8207
Aquila-North,2.9506,1.8258
Aquila-North,2.9525,1.8232
Aquila-North,2.9544,1.8232
Aquila-North,2.96,1.8535
Aquila-North,2.9619,1.851
Aquila-North,2.9638,1.8561
Aquila-North,2.9657,1.8611
Aquila-North,2.9676,1.8662
Aquila-North,2.9694,1.8636
Aquila-North,2.9713,1.8687
Aquila-North,2.9732,1.8763
Aquila-North,2.9751,1.8788
Aquila-North,2.977,1.8763
Aquila-North,2.9788,1.8788
Aquila-North,2.9807,1.8864
Aquila-North,2.9826,1.8914
Aquila-North,2.9845,1.8965
Aquila-North,2.9864,1.8939
Aquila-North,2.9882,1.9066
Aquila-North,2.9901,1.9192
Aquila-North,2.992,1.9141
Aquila-North,2.9939,1.9217
Aquila-North,2.9958,1.9217
Aquila-North,2.9976,1.9293
Aquila-North,2.9995,1.9444
Aquila-North,3.0014,1.9369
Aquila-North,3.0033,1.9394
Aquila-North,3.0052,1.9545
Aquila-North,3.0071,1.952
Aquila-North,3.0089,1.9571
Aquila-North,3.0108,1.9621
Aquila-North,3.0127,1.9672
Aquila-North,3.0146,1.9697
Aquila-North,3.0165,1.9697
Aquila-North,3.0183,1.9672
Aquila-North,3.0202,1.9697
Aquila-North,3.0221,1.9773
Aquila-North,3.024,1.9823
Aquila-North,3.0259,1.9798
Aquila-North,3.0277,1.9798
Aquila-North,3.0315,1.9773
Aquila-North,3.0334,1.9747
Aquila-North,3.0353,1.9697
Aquila-North,3.0371,1.9773
Aquila-North,3.039,1.9823
Aquila-North,3.0409,1.9848
Aquila-North,3.0428,2.0
Aquila-North,3.0447,1.9975
Aquila-North,3.0465,2.0051
Aquila-North,3.0484,2.0051
Aquila-North,3.0503,2.0202
Aquila-North,3.0522,2.0202
Aquila-North,3.0541,2.0202
Aquila-North,3.0559,2.0278
Aquila-North,3.0578,2.0354
Aquila-North,3.0597,2.0354
Aquila-North,3.0616,2.0429
Aquila-North,3.0635,2.0429
Aquila-North,3.0653,2.0429
Aquila-North,3.0672,2.0429
Aquila-North,3.0691,2.048
Aquila-North,3.071,2.053
Aquila-North,3.0729,2.0581
Aquila-North,3.0747,2.0631
Aquila-North,3.0766,2.0682
Aquila-North,3.0785,2.0732
Aquila-North,3.0804,2.0859
Aquila-North,3.0823,2.0833
Aquila-North,3.0841,2.0884
Aquila-North,3.086,2.101
Aquila-North,3.0879,2.101
Aquila-North,3.0898,2.1061
Aquila-North,3.0917,2.1061
Aquila-North,3.0935,2.1187
Aquila-North,3.0954,2.1237
Aquila-North,3.0973,2.1212
Aquila-North,3.0992,2.1338
Aquila-North,3.1011,2.1465
Aquila-North,3.1029,2.1465
Aquila-North,3.1048,2.1515
Aquila-North,3.1067,2.1515
Aquila-North,3.1086,2.1515
Aquila-North,3.1105,2.1591
Aquila-North,3.1123,2.1515
Aquila-North,3.1142,2.154
Aquila-North,3.1161,2.1515
Aquila-North,3.118,2.1641
Aquila-North,3.1199,2.1717
Aquila-North,3.1217,2.1717
Aquila-North,3.1236,2.1793
Aquila-North,3.1255,2.1742
Aquila-North,3.1274,2.1768
Aquila-North,3.1293,2.1717
Aquila-North,3.1311,2.1717
Aquila-North,3.133,2.1717
Aquila-North,3.1349,2.1793
Aquila-North,3.1368,2.1818
Aquila-North,3.1387,2.1869
Aquila-North,3.1405,2.1869
Aquila-North,3.1424,2.1843
Aquila-North,3.1443,2.1944
Aquila-North,3.1462,2.197
Aquila-North,3.1481,2.1919
Aquila-North,3.1499,2.1995
Aquila-North,3.1518,2.202
Aquila-North,3.1537,2.1944
Aquila-North,3.1556,2.1919
Aquila-North,3.1575,2.1894
Aquila-North,3.1593,2.1793
Aquila-North,3.1612,2.1818
Aquila-North,3.1631,2.1919
Aquila-North,3.165,2.1944
Aquila-North,3.1669,2.197
Aquila-North,3.1687,2.2096
Aquila-North,3.1706,2.2247
Aquila-North,3.1725,2.2323
Aquila-North,3.1744,2.2348
Aquila-North,3.1763,2.2525
Aquila-North,3.1781,2.2449
Aquila-North,3.18,2.2525
Aquila-North,3.1819,2.2576
Aquila-North,3.1838,2.2525
Aquila-North,3.1857,2.2525
Aquila-North,3.1875,2.2525
Aquila-North,3.1894,2.2601
Aquila-North,3.1913,2.2601
Aquila-North,3.1932,2.25
Aquila-North,3.1951,2.2576
Aquila-North,3.1969,2.2525
Aquila-North,3.1988,2.25
Aquila-North,3.2007,2.2525
Aquila-North,3.2026,2.2727
Aquila-North,3.2045,2.2727
Aquila-North,3.2063,2.3005
Aquila-North,3.2082,2.3106
Aquila-North,3.2101,2.3131
Aquila-North,3.212,2.3232
Aquila-North,3.2139,2.3283
Aquila-North,3.2157,2.3333
Aquila-North,3.2176,2.3283
Aquila-North,3.2195,2.3232
Aquila-North,3.2214,2.3308
Aquila-North,3.2233,2.3308
Aquila-North,3.2251,2.3359
Aquila-North,3.227,2.3384
Aquila-North,3.2289,2.3434
Aquila-North,3.2308,2.346
Aquila-North,3.2327,2.346
Aquila-North,3.2345,2.346
Aquila-North,3.2364,2.3535
Aquila-North,3.2383,2.3687
Aquila-North,3.2402,2.3662
Aquila-North,3.2421,2.3131
Aquila-North,3.2439,2.3283
Aquila-North,3.2458,2.3333
Aquila-North,3.2477,2.3485
Aquila-South,2.0801,-0.053
Aquila-South,2.082,-0.0505
Aquila-South,2.0839,-0.0455
Aquila-South,2.0858,-0.0404
Aquila-South,2.0877,-0.0379
Aquila-South,2.0914,-0.0303
Aquila-South,2.0933,-0.0253
Aquila-South,2.0952,-0.0202
Aquila-South,2.0971,-0.0152
Aquila-South,2.0989,-0.0152
Aquila-South,2.1008,0.0051
Aquila-South,2.1027,0.0025
Aquila-South,2.1046,0.0076
Aquila-South,2.1083,0.0227
Aquila-South,2.1121,0.0303
Aquila-South,2.114,0.0354
Aquila-South,2.1159,0.0025
Aquila-South,2.1215,-0.0253
Aquila-South,2.1234,0.0455
Aquila-South,2.1253,0.0126
Aquila-South,2.1271,0.0455
Aquila-South,2.129,0.0505
Aquila-South,2.1309,0.053
Aquila-South,2.1328,-0.0101
Aquila-South,2.1347,0.0606
Aquila-South,2.1365,0.0657
Aquila-South,2.1384,0.0303
Aquila-South,2.1403,0.0758
Aquila-South,2.1422,0.0758
Aquila-South,2.1441,0.096
Aquila-South,2.1459,0.0934
Aquila-South,2.1478,0.0985
Aquila-South,2.1497,0.0354
Aquila-South,2.1516,0.1111
Aquila-South,2.1535,0.1086
Aquila-South,2.1553,0.1136
Aquila-South,2.1572,0.1768
Aquila-South,2.1591,0.1263
Aquila-South,2.161,0.0606
Aquila-South,2.1629,0.1364
Aquila-South,2.1647,0.1793
Aquila-South,2.1666,0.1263
Aquila-South,2.1685,0.1313
Aquila-South,2.1704,0.1439
Aquila-South,2.1723,0.1212
Aquila-South,2.1741,0.1465
Aquila-South,2.176,0.1465
Aquila-South,2.1779,0.1591
Aquila-South,2.1798,0.1717
Aquila-South,2.1817,0.1641
Aquila-South,2.1835,0.1061
Aquila-South,2.1854,0.1818
Aquila-South,2.1873,0.1869
Aquila-South,2.1892,0.1742
Aquila-South,2.1911,0.1212
Aquila-South,2.1929,0.1894
Aquila-South,2.1948,0.1944
Aquila-South,2.1967,0.1591
Aquila-South,2.1986,0.1641
Aquila-South,2.2005,0.2045
Aquila-South,2.2024,0.2096
Aquila-South,2.2042,0.2222
Aquila-South,2.2061,0.1793
Aquila-South,2.208,0.2273
Aquila-South,2.2099,0.2222
Aquila-South,2.2118,0.2172
Aquila-South,2.2136,0.1944
Aquila-South,2.2174,0.2348
Aquila-South,2.2193,0.2323
Aquila-South,2.2212,0.2449
Aquila-South,2.223,0.202
Aquila-South,2.2249,0.25
Aquila-South,2.2268,0.2475
Aquila-South,2.2287,0.2677
Aquila-South,2.2306,0.2525
Aquila-South,2.2324,0.2652
Aquila-South,2.2343,0.2626
Aquila-South,2.2362,0.2828
Aquila-South,2.2381,0.2677
Aquila-South,2.24,0.2727
Aquila-South,2.2418,0.2778
Aquila-South,2.2437,0.2778
Aquila-South,2.2456,0.2904
Aquila-South,2.2475,0.2626
Aquila-South,2.2494,0.2929
Aquila-South,2.2512,0.2929
Aquila-South,2.2531,0.3056
Aquila-South,2.255,0.3182
Aquila-South,2.2569,0.3106
Aquila-South,2.2588,0.2677
Aquila-South,2.2606,0.3207
Aquila-South,2.2625,0.3131
Aquila-South,2.2644,0.3258
Aquila-South,2.2663,0.303
Aquila-South,2.2682,0.3434
Aquila-South,2.27,0.3359
Aquila-South,2.2719,0.3409
Aquila-South,2.2738,0.3384
Aquila-South,2.2757,0.3586
Aquila-South,2.2776,0.303
Aquila-South,2.2794,0.3485
Aquila-South,2.2813,0.3611
Aquila-South,2.2832,0.3737
Aquila-South,2.2851,0.3182
Aquila-South,2.287,0.3636
Aquila-South,2.2888,0.3763
Aquila-South,2.2907,0.3813
Aquila-South,2.2926,0.3333
Aquila-South,2.2945,0.3864
Aquila-South,2.2964,0.3914
Aquila-South,2.2982,0.404
Aquila-South,2.3001,0.3485
Aquila-South,2.302,0.4091
Aquila-South,2.3039,0.4066
Aquila-South,2.3058,0.4116
Aquila-South,2.3076,0.3838
Aquila-South,2.3095,0.4192
Aquila-South,2.3114,0.3939
Aquila-South,2.3133,0.4192
Aquila-South,2.3152,0.4394
Aquila-South,2.317,0.4293
Aquila-South,2.3189,0.3889
Aquila-South,2.3208,0.4444
Aquila-South,2.3227,0.4495
Aquila-South,2.3246,0.4444
Aquila-South,2.3264,0.4495
Aquila-South,2.3283,0.4697
Aquila-South,2.3302,0.4672
Aquila-South,2.3321,0.4722
Aquila-South,2.334,0.4646
Aquila-South,2.3358,0.4798
Aquila-South,2.3377,0.4747
Aquila-South,2.3396,0.4141
Aquila-South,2.3415,0.5
Aquila-South,2.3434,0.4899
Aquila-South,2.3452,0.5025
Aquila-South,2.3471,0.5051
Aquila-South,2.349,0.5101
Aquila-South,2.3509,0.5152
Aquila-South,2.3528,0.4672
Aquila-South,2.3546,0.5303
Aquila-South,2.3565,0.5202
Aquila-South,2.3584,0.4798
Aquila-South,2.3603,0.5455
Aquila-South,2.3622,0.5328
Aquila-South,2.364,0.4899
Aquila-South,2.3659,0.5404
Aquila-South,2.3678,0.5455
Aquila-South,2.3697,0.5505
Aquila-South,2.3716,0.5631
Aquila-South,2.3734,0.5758
Aquila-South,2.3753,0.5657
Aquila-South,2.3772,0.5783
Aquila-South,2.3791,0.5253
Aquila-South,2.381,0.5808
Aquila-South,2.3828,0.5909
Aquila-South,2.3847,0.5859
Aquila-South,2.3866,0.601
Aquila-South,2.3885,0.6061
Aquila-South,2.3904,0.601
Aquila-South,2.3922,0.6136
Aquila-South,2.3941,0.6111
Aquila-South,2.396,0.6162
Aquila-South,2.3979,0.6364
Aquila-South,2.3998,0.6263
Aquila-South,2.4016,0.6313
Aquila-South,2.4035,0.6389
Aquila-South,2.4054,0.6364
Aquila-South,2.4073,0.6465
Aquila-South,2.411,0.6465
Aquila-South,2.4129,0.6667
Aquila-South,2.4148,0.6616
Aquila-South,2.4167,0.601
Aquila-South,2.4186,0.6162
Aquila-South,2.4204,0.6818
Aquila-South,2.4223,0.6667
Aquila-South,2.4242,0.6793
Aquila-South,2.4261,0.6843
Aquila-South,2.428,0.6869
Aquila-South,2.4298,0.6894
Aquila-South,2.4317,0.702
Aquila-South,2.4336,0.6919
Aquila-South,2.4355,0.601
Aquila-South,2.4374,0.7071
Aquila-South,2.4411,0.7071
Aquila-South,2.443,0.7121
Aquila-South,2.4449,0.7172
Aquila-South,2.4468,0.7298
Aquila-South,2.4505,0.7273
Aquila-South,2.4543,0.6894
Aquila-South,2.4562,0.6818
Aquila-South,2.458,0.7475
Aquila-South,2.4599,0.702
Aquila-South,2.4618,0.7071
Aquila-South,2.4637,0.7626
Aquila-South,2.4656,0.7677
Aquila-South,2.4675,0.6667
Aquila-South,2.4693,0.7778
Aquila-South,2.4712,0.798
Aquila-South,2.4731,0.7828
Aquila-South,2.475,0.6818
Aquila-South,2.4769,0.7929
Aquila-South,2.4825,0.697
Aquila-South,2.49,0.6919
Aquila-South,2.4938,0.8333
Aquila-South,2.4957,0.8384
Aquila-South,2.4975,0.8434
Aquila-South,2.5013,0.7273
Aquila-South,2.5032,0.8737
Aquila-South,2.5051,0.7475
Aquila-South,2.5069,0.8788
Aquila-South,2.5107,0.8131
Aquila-South,2.5126,0.8939
Aquila-South,2.5145,0.8232
Aquila-South,2.5163,0.8384
Aquila-South,2.5201,0.9091
Aquila-South,2.522,0.899
Aquila-South,2.5239,0.9116
Aquila-South,2.5257,0.7854
Aquila-South,2.5276,0.9242
Aquila-South,2.5295,0.8687
Aquila-South,2.5314,0.8131
Aquila-South,2.5333,0.9343
Aquila-South,2.5351,0.8232
Aquila-South,2.537,0.9394
Aquila-South,2.5408,0.8813
Aquila-South,2.5427,0.9545
Aquila-South,2.5445,0.8914
Aquila-South,2.5464,0.8965
Aquila-South,2.5483,0.9596
Aquila-South,2.5502,0.9621
Aquila-South,2.5521,0.9217
Aquila-South,2.5558,0.9192
Aquila-South,2.5577,0.9848
Aquila-South,2.5596,0.9899
Aquila-South,2.5615,0.9394
Aquila-South,2.5633,0.9899
Aquila-South,2.5652,0.9949
Aquila-South,2.5671,0.904
Aquila-South,2.569,1.0152
Aquila-South,2.5709,1.0152
Aquila-South,2.5727,1.0152
Aquila-South,2.5746,1.0227
Aquila-South,2.5765,1.0202
Aquila-South,2.5784,1.0303
Aquila-South,2.5803,1.0253
Aquila-South,2.5821,1.0379
Aquila-South,2.584,1.0354
Aquila-South,2.5859,1.048
Aquila-South,2.5878,1.0505
Aquila-South,2.5897,1.0505
Aquila-South,2.5915,1.0606
Aquila-South,2.5934,1.0657
Aquila-South,2.5953,1.0606
Aquila-South,2.5972,1.0758
Aquila-South,2.5991,1.0707
Aquila-South,2.6009,1.0758
Aquila-South,2.6028,1.0808
Aquila-South,2.6047,1.0934
Aquila-South,2.6066,1.0985
Aquila-South,2.6085,1.0934
Aquila-South,2.6103,0.9899
Aquila-South,2.6122,1.1086
Aquila-South,2.616,1.1212
Aquila-South,2.6179,1.1187
Aquila-South,2.6197,1.1313
Aquila-South,2.6216,1.1162
Aquila-South,2.6235,1.1364
Aquila-South,2.6254,1.0556
Aquila-South,2.6273,1.1389
Aquila-South,2.6291,1.1515
Aquila-South,2.631,1.1389
Aquila-South,2.6329,1.0808
Aquila-South,2.6348,1.1465
Aquila-South,2.6367,1.1515
Aquila-South,2.6385,1.1641
Aquila-South,2.6404,1.0985
Aquila-South,2.6423,1.1616
Aquila-South,2.6442,1.1818
Aquila-South,2.6461,1.1793
Aquila-South,2.6479,1.1843
Aquila-South,2.6498,1.1768
Aquila-South,2.6517,1.197
Aquila-South,2.6536,1.197
Aquila-South,2.6555,1.1995
Aquila-South,2.6573,1.2045
Aquila-South,2.6592,1.202
Aquila-South,2.6611,1.2146
Aquila-South,2.663,1.2071
Aquila-South,2.6649,1.2197
Aquila-South,2.6667,1.2172
Aquila-South,2.6686,1.2222
Aquila-South,2.6705,1.1667
Aquila-South,2.6724,1.2374
Aquila-South,2.6743,1.1667
Aquila-South,2.6761,1.2374
Aquila-South,2.678,1.2576
Aquila-South,2.6799,1.2475
Aquila-South,2.6818,1.1843
Aquila-South,2.6837,1.2601
Aquila-South,2.6855,1.2727
Aquila-South,2.6874,1.2652
Aquila-South,2.6893,1.2626
Aquila-South,2.6912,1.2677
Aquila-South,2.6949,1.2753
Aquila-South,2.6968,1.2778
Aquila-South,2.7025,1.202
Aquila-South,2.7043,1.2071
Aquila-South,2.7062,1.3182
Aquila-South,2.7081,1.3232
Aquila-South,2.7119,1.3207
Aquila-South,2.7137,1.3333
Aquila-South,2.7156,1.3182
Aquila-South,2.7175,1.3308
Aquila-South,2.7213,1.3333
Aquila-South,2.7231,1.3409
Aquila-South,2.7269,1.3384
Aquila-South,2.7288,1.3384
Aquila-South,2.7307,1.3434
Aquila-South,2.7325,1.3561
Aquila-South,2.7344,1.3687
Aquila-South,2.7363,1.3535
Aquila-South,2.7382,1.3586
Aquila-South,2.7401,1.3636
Aquila-South,2.742,1.3712
Aquila-South,2.7438,1.3763
Aquila-South,2.7457,1.3687
Aquila-South,2.7476,1.3232
Aquila-South,2.7495,1.3813
Aquila-South,2.7514,1.3864
Aquila-South,2.7532,1.399
Aquila-South,2.7551,1.3838
Aquila-South,2.757,1.404
Aquila-South,2.7589,1.3939
Aquila-South,2.7608,1.4066
Aquila-South,2.7626,1.3232
Aquila-South,2.7645,1.404
Aquila-South,2.7664,1.4167
Aquila-South,2.7683,1.4293
Aquila-South,2.7702,1.4141
Aquila-South,2.772,1.4268
Aquila-South,2.7739,1.4242
Aquila-South,2.7758,1.4242
Aquila-South,2.7777,1.4369
Aquila-South,2.7796,1.4369
Aquila-South,2.7814,1.4419
Aquila-South,2.7833,1.4394
Aquila-South,2.7852,1.4596
Aquila-South,2.7871,1.4545
Aquila-South,2.789,1.4646
Aquila-South,2.7908,1.4646
Aquila-South,2.7927,1.4596
Aquila-South,2.7946,1.4798
Aquila-South,2.7965,1.4798
Aquila-South,2.7984,1.4848
Aquila-South,2.8002,1.4899
Aquila-South,2.8021,1.4848
Aquila-South,2.804,1.4899
Aquila-South,2.8059,1.5101
Aquila-South,2.8078,1.5
Aquila-South,2.8096,1.5126
Aquila-South,2.8115,1.5051
Aquila-South,2.8134,1.5177
Aquila-South,2.8153,1.5202
Aquila-South,2.8172,1.5227
Aquila-South,2.819,1.5354
Aquila-South,2.8209,1.5303
Aquila-South,2.8228,1.5354
Aquila-South,2.8247,1.5404
Aquila-South,2.8266,1.5455
Aquila-South,2.8284,1.5455
Aquila-South,2.8303,1.5101
Aquila-South,2.8322,1.5051
Aquila-South,2.8341,1.5631
Aquila-South,2.836,1.5606
Aquila-South,2.8378,1.5657
Aquila-South,2.8397,1.5859
Aquila-South,2.8416,1.5808
Aquila-South,2.8435,1.4747
Aquila-South,2.8454,1.5808
Aquila-South,2.8472,1.5934
Aquila-South,2.8491,1.5985
Aquila-South,2.851,1.6111
Aquila-South,2.8529,1.6035
Aquila-South,2.8548,1.6086
Aquila-South,2.8566,1.6111
Aquila-South,2.8585,1.6212
Aquila-South,2.8604,1.6263
Aquila-South,2.8623,1.6187
Aquila-South,2.8642,1.6237
Aquila-South,2.866,1.6212
Aquila-South,2.8679,1.6414
Aquila-South,2.8698,1.6364
Aquila-South,2.8717,1.6414
Aquila-South,2.8736,1.6465
Aquila-South,2.8754,1.6515
Aquila-South,2.8773,1.654
Aquila-South,2.8792,1.6515
Aquila-South,2.8811,1.6465
Aquila-South,2.883,1.5783
Aquila-South,2.8848,1.6616
Aquila-South,2.8867,1.6515
Aquila-South,2.8886,1.6566
Aquila-South,2.8905,1.6692
Aquila-South,2.8924,1.6667
Aquila-South,2.8942,1.5985
Aquila-South,2.8961,1.6793
Aquila-South,2.8999,1.6768
Aquila-South,2.9018,1.6818
Aquila-South,2.9036,1.702
Aquila-South,2.9055,1.6944
Aquila-South,2.9074,1.6919
Aquila-South,2.9093,1.7045
Aquila-South,2.9112,1.7172
Aquila-South,2.913,1.6237
Aquila-South,2.9149,1.7172
Aquila-South,2.9168,1.7121
Aquila-South,2.9187,1.7273
Aquila-South,2.9206,1.7273
Aquila-South,2.9224,1.7399
Aquila-South,2.9262,1.6591
Aquila-South,2.9281,1.5707
Aquila-South,2.9318,1.7576
Aquila-South,2.9337,1.6616
Aquila-South,2.9356,1.7677
Aquila-South,2.9375,1.7626
Aquila-South,2.9394,1.7677
Aquila-South,2.9412,1.7828
Aquila-South,2.9431,1.7727
Aquila-South,2.945,1.7778
Aquila-South,2.9469,1.7778
Aquila-South,2.9488,1.5354
Aquila-South,2.9506,1.5404
Aquila-South,2.9525,1.6667
Aquila-South,2.9544,1.7879
Aquila-South,2.9563,1.6717
Aquila-South,2.9582,1.6818
Aquila-South,2.96,1.8081
Aquila-South,2.9619,1.803
Aquila-South,2.9638,1.8283
Aquila-South,2.9657,1.8131
Aquila-South,2.9676,1.8232
Aquila-South,2.9694,1.8359
Aquila-South,2.9713,1.8333
Aquila-South,2.9732,1.7247
Aquila-South,2.9751,1.8384
Aquila-South,2.977,1.8384
Aquila-South,2.9788,1.8384
Aquila-South,2.9807,1.8384
Aquila-South,2.9826,1.846
Aquila-South,2.9845,1.8535
Aquila-South,2.9882,1.8485
Aquila-South,2.9901,1.8485
Aquila-South,2.992,1.8535
Aquila-South,2.9939,1.8687
Aquila-South,2.9958,1.8737
Aquila-South,2.9976,1.8813
Aquila-South,2.9995,1.6566
Aquila-South,3.0014,1.7601
Aquila-South,3.0033,1.6717
Aquila-South,3.0052,1.8838
Aquila-South,3.0071,1.8838
Aquila-South,3.0089,1.7854
Aquila-South,3.0108,1.8864
Aquila-South,3.0127,1.8788
Aquila-South,3.0146,1.7854
Aquila-South,3.0165,1.7955
Aquila-South,3.0183,1.702
Aquila-South,3.0202,1.8939
Aquila-South,3.0221,1.899
Aquila-South,3.024,1.9091
Aquila-South,3.0259,1.9091
Aquila-South,3.0277,1.9293
Aquila-South,3.0296,1.9242
Aquila-South,3.0315,1.9192
Aquila-South,3.0334,1.9293
Aquila-South,3.0353,1.697
Aquila-South,3.0371,1.8207
Aquila-South,3.039,1.9646
Aquila-South,3.0409,1.8308
Aquila-South,3.0428,1.6919
Aquila-South,3.0447,1.9798
Aquila-South,3.0465,1.9848
Aquila-South,3.0484,1.9848
Aquila-South,3.0522,1.8283
Aquila-South,3.0541,1.8157
Aquila-South,3.0559,1.8283
Aquila-South,3.0578,1.9899
Aquila-South,3.0597,1.8359
Aquila-South,3.0616,2.0
Aquila-South,3.0635,2.0051
Aquila-South,3.0653,1.9924
Aquila-South,3.0672,2.0025
Aquila-South,3.0691,1.9949
Aquila-South,3.071,2.0
Aquila-South,3.0729,2.0
Aquila-South,3.0747,1.8788
Aquila-South,3.0766,2.0101
Aquila-South,3.0785,2.0152
Aquila-South,3.0804,2.0202
Aquila-South,3.0823,2.0278
Aquila-South,3.0841,2.0278
Aquila-South,3.086,2.0303
Aquila-South,3.0879,2.0455
Aquila-South,3.0898,2.0429
Aquila-South,3.0917,1.9116
Aquila-South,3.0935,2.0455
Aquila-South,3.0954,2.0505
Aquila-South,3.1011,1.7828
Aquila-South,3.1067,1.803
Aquila-South,3.1123,1.8485
Aquila-South,3.1161,1.8434
Aquila-South,3.1311,1.8636
Aquila-South,3.133,1.8687
Aquila-South,3.1349,1.8737
Aquila-South,3.1481,1.9242
Aquila-South,3.1499,1.9293
Aquila-South,3.1518,1.9217
Aquila-South,3.1593,1.9242
Aquila-South,3.1612,1.9141
Aquila-South,3.165,1.9217
Aquila-South,3.1744,1.9369
Aquila-South,3.1763,1.9444
Aquila-South,3.1781,1.952
Aquila-South,3.18,1.9646
Aquila-South,3.1819,1.9672
Aquila-South,3.1838,1.9747
Aquila-South,3.1875,1.9798
NGC 2264,2.0895,-0.1566
NGC 2264,2.0914,-0.1515
NGC 2264,2.0933,-0.1515
NGC 2264,2.0952,-0.1465
NGC 2264,2.0971,-0.1465
NGC 2264,2.0989,-0.1364
NGC 2264,2.1008,-0.1364
NGC 2264,2.1027,-0.1338
NGC 2264,2.1046,-0.1263
NGC 2264,2.1065,-0.1263
NGC 2264,2.1083,-0.1237
NGC 2264,2.1102,-0.1187
NGC 2264,2.1121,-0.1136
NGC 2264,2.114,-0.1162
NGC 2264,2.1159,-0.1111
NGC 2264,2.1177,-0.101
NGC 2264,2.1196,-0.101
NGC 2264,2.1215,-0.096
NGC 2264,2.1234,-0.0934
NGC 2264,2.1253,-0.0909
NGC 2264,2.1271,-0.0884
NGC 2264,2.129,-0.0859
NGC 2264,2.1309,-0.0808
NGC 2264,2.1328,-0.0808
NGC 2264,2.1347,-0.0707
NGC 2264,2.1365,-0.0657
NGC 2264,2.1384,-0.0682
NGC 2264,2.1403,-0.0631
NGC 2264,2.1422,-0.0581
NGC 2264,2.1441,-0.0556
NGC 2264,2.1459,-0.0556
NGC 2264,2.1478,-0.048
NGC 2264,2.1497,-0.0455
NGC 2264,2.1516,-0.0455
NGC 2264,2.1535,-0.0354
NGC 2264,2.1553,-0.0354
NGC 2264,2.1572,-0.0303
NGC 2264,2.1591,-0.0253
NGC 2264,2.161,-0.0227
NGC 2264,2.1629,-0.0177
NGC 2264,2.1647,-0.0152
NGC 2264,2.1666,-0.0152
NGC 2264,2.1685,-0.0051
NGC 2264,2.1704,0.0
NGC 2264,2.1723,0.0
NGC 2264,2.1741,0.0051
NGC 2264,2.176,0.0101
NGC 2264,2.1779,0.0126
NGC 2264,2.1798,0.0202
NGC 2264,2.1817,0.0253
NGC 2264,2.1835,0.0202
NGC 2264,2.1854,0.0278
NGC 2264,2.1873,0.0354
NGC 2264,2.1892,0.0404
NGC 2264,2.1911,0.0379
NGC 2264,2.1929,0.0404
NGC 2264,2.1948,0.048
NGC 2264,2.1967,0.053
NGC 2264,2.1986,0.0505
NGC 2264,2.2005,0.0606
NGC 2264,2.2024,0.0606
NGC 2264,2.2042,0.0707
NGC 2264,2.2061,0.0732
NGC 2264,2.208,0.0758
NGC 2264,2.2099,0.0783
NGC 2264,2.2118,0.0808
NGC 2264,2.2136,0.0884
NGC 2264,2.2155,0.0909
NGC 2264,2.2174,0.096
NGC 2264,2.2193,0.101
NGC 2264,2.2212,0.1035
NGC 2264,2.223,0.1061
NGC 2264,2.2249,0.1111
